hid,title,type,rating,origination,read,last_read,synonyms,mal,anilist,mangaupdates
6ToG6Pit,Dungeon Reset,Completed,0,Manhwa,266,2025-10-11,"Dungeon Rese,Abyss Reset,던전 리셋,بازنشانی دانجن,重启地下城,ダンジョンリセット,Перезапуск подземелья,副本重置,Reajuste de la mazmorra,Dungeon Reset,Dungeon Reset สมรภูมิไม่สิ้นสุด,Tái thiết hầm ngục",https://myanimelist.net/manga/147438,https://anilist.co/manga/116506,https://www.mangaupdates.com/series/gtp0kg2
Obe3d6p7,Priest of Corruption,Completed,0,Manhwa,79,2025-03-13,"Cleric of Decay,El Hijo de la Corrupción,O Sacerdote da Corrupção,Priest of Corruption,Priest of Decay,부패의 사제,The Priest of Corruption,KSIĄDZ KORUPCJI,悪神に仕える司祭になった,腐朽的祭司,Bupae ui Saje,腐敗司祭,El Sacerdote de la Corrupción",https://myanimelist.net/manga/159904,https://anilist.co/manga/167165,https://www.mangaupdates.com/series/a9ye3t1
gGhOs0s5,Is This Hero for Real?,Completed,0,Manhwa,101,2024-01-13,"Це точно герой?,이 용사 실화냐,Is This a Real Hero?,Is This Hero for Real?,Is This Warrior for Real?,이 용사 실화냐?,Это настоящая история героя,Deu a Louca no Herói?,Is This Warrior Real?,この勇者、前代未聞!?,¿Es este héroe real?",https://myanimelist.net/manga/149906,https://anilist.co/manga/145966,https://www.mangaupdates.com/series/zsgtiof
ppE4oFkC,Genkai Level 1 kara no Nariagari ~Saijaku Level no Ore ga Isekai Saikyou ni Naru made,Completed,0,Manga,33,2025-07-24,"Rise from Limiting Level 1: How I, the Lowest Level, Became the Strongest in Another World,限界レベル１からの成り上がり　～最弱レベルの俺が異世界最強になるまで～,The Rise from Max Level 1: How I, the Lowest Level, Became the Strongest in Another World,Предельный уровень от выскочки: Самый слабый до сегодняшнего дня,I’m Capped at Level 1?! Thus Begins My Journey to Become the World’s Strongest Badass!,Genkai Level 1 kara no Nariagari ~Saijaku Level no Ore ga Isekai Saikyou ni Naru made,从极限水平1开始的上升~最弱水平的我成为异世界最强~,從極限水平1開始的上升~最弱水平的我成為異世界最強~,한계 레벨 1부터 성공담 ~최약 레벨인 내가 이세계 최강이 되기까지~,Genkai Level1 Kara no Nariagari ~ Saijaku Level no Ore ga Isekai Saikyō ni Naru Made ~,Up From The Limit Level 1 Until I at The Weakest Level Become The Strongest in Another World,Genkai Level 1 kara no Nariagari: Saijaku Level no Ore ga Isekai Saikyou ni Naru made",https://myanimelist.net/manga/131891,https://anilist.co/manga/118848,https://www.mangaupdates.com/series/ez66d3q
ud7Q1dMT,The Poisonous Healer,Completed,0,Manhwa,50,2023-07-21,"독 먹는 힐러,Poison-Eating Healer,Sanador Devorador de Venenos,Dok Meongneun Healer,ポイズナー 〜毒を喰らうヒーラー〜,毒中之王疗愈师",https://myanimelist.net/manga/154947,https://anilist.co/manga/159398,https://www.mangaupdates.com/series/0igfkmz
6TfLvZvM,Medical Return,Completed,0,Manhwa,148,2022-09-19,"Реинкарнация врача,메디컬 환생,Medical Rebirth,Medical Reincarnation,Return: Aru Gekai no Gyakushuu,العودة الطبية,リターン～ある外科医の逆襲～,Medical Return,Medical Hwansaeng",https://myanimelist.net/manga/147069,https://anilist.co/manga/112197,https://www.mangaupdates.com/series/m25g7p0
BiVhGXUG,The World After the End,On-Hold,0,Manhwa,82,2023-07-13,"멸망 이후의 세계,Мир После Разрушения,Thế Giới sau ngày Diệt Vong,滅亡以後의世界,دنیا ماورای تباهی,The World After the Fall,Świat po Upadku,Myeolmang Ihuui Segye,El Mundo Después del Fin,O Mundo Após a Queda,Світ після кінця,The World After Destruction,El mundo después del final,Мир после падения,หลังวันสิ้นโลก,灭亡之后的世界,Düşüşten Sonraki Dünya,滅亡後の世界",https://myanimelist.net/manga/147217,https://anilist.co/manga/144957,https://www.mangaupdates.com/series/i41kc6g
vcmnnrFC,Starting Over as a Tree,On-Hold,0,Manhua,17,2023-01-21,"Mi evolución a partir de un árbol gigante,Starting Over as a Tree,進化する者たち,Evolution From the Big Tree,Cóng Dà Shù Kāishǐ De Jìnhuà,从大树开始的进化,Começando a Evolução com uma Grande Árvore,Từ Đại Thụ Tiến Hóa,Моё перерождение в древо: Начало эволюции,Chuyển Sinh Thành Liễu Đột Biến,Cong Da Shu Kaishi De Jinhua,Evolution From a Tree,Evolution From a Tree,Cong Da Shu Kaishi De Jinhua,Mi evolución a partir de un árbol gigante,Starting Over as a Tree,Evolution Begins With a Big Tree,Shinka suru Monotachi,Mi Evolución a Partir de un Árbol Gigante",,https://anilist.co/manga/162199,https://www.mangaupdates.com/series/tl84n1q
HgmyWiv9,Hunter x Hunter,On-Hold,0,Manga,392,2022-10-29,"Jäger x Jäger,Medžiotojas x Medžiotojas,Охотник х Охотник,القناص,هنتر x هنتر,ハンター×ハンター,全职猎人,猎人,हन्टर x हन्टर,ব্যাধ × ব্যাধ,هانتر x هانتر,Avcı x Avcı,Cazador X,HUNTER×HUNTER,हन्टर×हन्टर,헌터X헌터 신장판,HxH",https://myanimelist.net/manga/26,https://anilist.co/manga/30026,https://www.mangaupdates.com/series/mpt5n3o
DL0l76SI,I'm Really Not the Demon God's Lackey,Dropped,0,Manhua,62,2022-09-19,"I'm Really Not the Demon God's Lackey,我真不是邪神走狗,I’m Really Not the Devil’s Lackey,Ta Thật Không Phải Tà Thần Chó Săn,Насправді я не слуга Злого Бога,I'm Really Not the Evil God's Lackey,I'm Really Not the Evil God's Lackey!,Sức Mạnh Của Ác Thần,Wo zhen bu shì xie shen zou gou,Wo Zhen Bushi Xie Shen Zougou,Wo zhen bushì xieshen zougou,Wǒ zhēn bùshì xiéshén zǒugǒu,異世界書店の奇妙な物語,I'm Really Not the Devil's Lackey",,https://anilist.co/manga/139741,https://www.mangaupdates.com/series/4i4pcla
QgDcH4p2,Volcanic Age,Dropped,0,Manhwa,241,2023-08-13,"화산전생,Hwasanjeonsaeng,Mount Hua Reincarnation,Бурный век,废柴重生之我要当大佬,華山転生,Hwasan Jeonsaeng,Ma vie antérieure au mont Hua",https://myanimelist.net/manga/147724,https://anilist.co/manga/101418,https://www.mangaupdates.com/series/bj0un1d
41ppfcLi,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete o Juurin Suru made,Dropped,0,Manga,55.2,2024-12-20,"最强的我最终蹂躏一切,Я стал самым сильным с провальным навыком 【 ненормальное состояние】, я разрушу всё,꽝취급 받는 [상태이상 스킬]로 최강이 된 내가 전부 유린할 때까지,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,靠廢柴技能【狀態異常】成為最強的我將蹂躪一切,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,How I Became the Strongest and Trampled Everything With the [Status Abnormality Skills] That Were Thought to Be Duds,Failure Frame: Tôi trở thành mạnh nhất với kỹ năng trạng thái và hủy diệt tất cả,Quadro da falha: Me tornei o mais forte e aniquilei tudo com feitiços de baixo nível",https://myanimelist.net/manga/122650,https://anilist.co/manga/110989,https://www.mangaupdates.com/series/rrvu4q7
LkI8DghT,Returning With Absolutely Nothing,Dropped,0,Manhwa,68,2025-01-24,"Regresion inutil,쥐뿔도 없는 회귀,Worthless Regression,Владея Ничем,Jwippuldo Eobsneun Hoegwi,Possessing Nothing,とんでもない回帰,这一世，看我称霸天下,Un Misérable Retour,Бесполезная Регрессия",https://myanimelist.net/manga/152612,https://anilist.co/manga/147027,https://www.mangaupdates.com/series/jht8w17
ntdZduiU,Isekai Kenkokuki,Dropped,0,Manga,,0000-00-00,"Покорение иного мира,Cronache dalla Fondazione di un Impero in un Altro Mondo,異世界建国記,异世界建国记,異世界建國記,이세계 건국기,Different World Foundation,Otherworld Nation Founding Chronicles,Crônicas da Fundação de um Império em Outro Mundo,Farklı Dünya Vakfı,Isekai Kenkoku-ki",https://myanimelist.net/manga/109696,https://anilist.co/manga/100114,https://www.mangaupdates.com/series/jpuaa4f
xui1JrAT,Vinland Saga,Dropped,0,Manga,,0000-00-00,"Saga Winlandzka,Сага про Вінланд,ヴィンランド・サガ,Vinland Destanı,Сага о Винланде,海盜戰記,海盗战记,ヴィンランド サガ,وِنلینڈ ساگا,Винланд дастаны,فينلاند ساغا,Vinrando Saga,Truyền thuyết miền đất hứa",https://myanimelist.net/manga/642,https://anilist.co/manga/30642,https://www.mangaupdates.com/series/cql4c43
yNrczp7J,Attack on Titan,Dropped,0,Manga,,0000-00-00,"Titana Saldırı,Атака титанов,进击的巨人,進撃の巨人,Атака титанів,الهجوم على العمالقة,العملاق المهاجم,هجوم العمالقة,Útok Titánů,進擊的巨人,진격의 거인,ผ่าพิภพไททัน,Nəhəngə hücum,Hücum edən nəhəng,SnK,Атака тытанаў,Сінгэкі но Кёдзін,Napad na Divove,Erraldoien Erasoa,Улăп тапăнни,Sulmi Titan,Angriff auf Titan,Angreifender Riese,Framryckande jätten,Oppugnatione titan,L'attaque sur les titans,Ataque de titanes,Ataque a los titanes,Ataque de los titanes,Tità d'atac,Atak Tytanów,Napad Titana,Napad na Titan,Šingeki no kjodžin,Атака на титанов,Сингэки но Кёдзин,Атакуючий титан,Напад титана,অ্যাট্যাক অন টাইটান,टाइटनमा आक्रमण,حمله به تایتان,تایتان مهاجم,Ründav hiiglane,Titaanien sota,Singeki no kjodzsin,מתקפת הטיטאנים,שִינְגֶקִי נוֹ קיוֹגִ'ין,Gergasi Penyerang,দানবের উপর হামলা,Титандарға шабуыл,Алыптарға шабуыл,Shingeki no Kyojin,Ataque a los titanes,Atac als titans,L'attaque des titans,Ataque dos titãs,Ataque dos titãs,L'attacco dei giganti,Đại chiến Titan,Довтолгооны Үлэмж Биет,ტიტანებზე შეტევა,შინგეკი ნო კიოჯინ,Đại Chiến Người Khổng Lồ,El titán de ataque,S'attaccu de sos Zigantes,Titānu uzbrukums,Бырсæг уæйгуытæ,Տիտանների Գրոհը,اتاك,العملاق  المهاجم,الهجوم على العمالقه,टाइटन मा आक्रमण",https://myanimelist.net/manga/23390,https://anilist.co/manga/53390,https://www.mangaupdates.com/series/aqw5kar
JiL2YhNl,Return Survival,Dropped,0,Manhwa,106,2022-11-11,"Riteon Seobaibeol,리턴 서바이벌,Выживание с нуля,Re: Survival,リターンサバイバル,末日重启,屍控末日,Басынан бастап аман қалу",https://myanimelist.net/manga/148216,https://anilist.co/manga/118935,https://www.mangaupdates.com/series/aerphlp
MmAACUYf,Knockin' on the Dungeon Door,Dropped,0,Manhwa,99,2023-08-18,"Dungeon House,我家直通地下城,家の外は危ない,집 밖은 위험해,Too Much Dangerous Outside the House,Вне дома опасно,Становление сильнейшим некромантом,It's Dangerous Outside The House,C'est dangereux dehors !,It's Dangerous Out There!,Too Much Danger Outside the House,我家門外有危險",https://myanimelist.net/manga/149054,https://anilist.co/manga/139080,https://www.mangaupdates.com/series/tg395ha
jZY2wg89,The Celestial Returned from Hell,Dropped,0,Manhwa,162,2024-07-29,"A Constelação que Voltou do Inferno,지옥에서 돌아온 성좌님,地獄から蘇った聖座様,Созвездие, вернувшееся из бездны,The Celestial Returned From Hell,The Constellation That Returned From Hell,La costellazione che tornò dall'inferno,从地狱归来的圣座,The Celestial That Returned from Hell,The Constellation Returned From Hell,بازگشت رب النوع از جهنم,The Constellation Returned From Hell,بازگشت رب النوع از جهنم,The Celestial Returned From Hell",https://myanimelist.net/manga/147569,https://anilist.co/manga/132457,https://www.mangaupdates.com/series/r3mpe2x
6lGngmne,Gyugyeok Oe Hyeoltong Cheonjae,Dropped,0,Manhwa,117,2025-06-26,"규격 외 혈통 천재,Extraordinary Descent Genius,規格 外 血統 天才,อัจฉริยะนอกคอก,The Perfect Hybrid,Genie der Ultra-Klasse,非凡的血统天才,規格外の血統天才,規格外血統天才,超乎常理的血統天才,Gênio de Linhagem Única,Prodige Hors Norme (Webtoon),Genius of the Unique Lineage,Prodige Hors Norme,Gyugyeok Oe Hyeoltong Cheonjae",https://myanimelist.net/manga/153898,https://anilist.co/manga/153869,https://www.mangaupdates.com/series/6qg2sk7
KApQHRBU,Martial Streamer,Dropped,0,Manhwa,43,2024-04-26,"잘 보이는 무림티비,Jal Boineun Murim TV,Martial Streamer!,Murim is On-Air!,我的内功全靠订阅,잘 보이는 무림티비!,武林チャンネル〜武侠の世界で配信者になる〜",https://myanimelist.net/manga/158181,https://anilist.co/manga/161482,https://www.mangaupdates.com/series/s3a9qxn
FRpxlMwo,Game Choegang Troller,Dropped,0,Manhwa,37,2023-07-14,"Game Choegang Troller,Quỷ Troll Mạnh Nhất Thế Giới,The Unrivaled Troll,The World's Strongest Troll,最強ゲーマーはトロールしたい,游戏最强搅局者,游戏最强破坏玩家,遊戲最強破壞玩家,게임 최강 트롤러,El Troll más fuerte del mundo,游戏最强破坏玩家,The Unrivaled Troll,The World's Strongest Troll,游戏最强搅局者,遊戲最強破壞玩家,最強ゲーマーはトロールしたい,Game Choegang Troller,World's Strongest Troll",https://myanimelist.net/manga/153853,https://anilist.co/manga/159121,https://www.mangaupdates.com/series/3aicwol
WfaSlMP9,One Punch-Man,Dropped,0,Manga,189,2023-08-06,"Бірұрман,Уанпанчмен,वान्-पन्च् म्यान्,وان‌پانچ‌من,วันพันช์แมน,איש האגרוף הבודד,וואן פאנץ' מן,Ванпанчмен,ワンパンマン,원펀맨,El hombre de un solo golpe,Tek Yumruk,مرد تک‌مشتی,一拳超人,一击男,رجل اللكمة الواحدة,Wanpanman,এক মুষ্ট্যাঘাত মনুষ্য,ون بنش مان,OPM,One-Punch Man,ون پنچ مین (ایک مکے والا آدمی),Nhất Quyền Nhân,Đấm Phát Chết Luôn,One Punch Man,ONE-PUNCH MAN,One-Punch Man,Onepunch Man,Ванпанчмен,วันพันช์แมน (NED),رجل لكمة الواحدة,مرد تک مشتی",https://myanimelist.net/manga/44347,https://anilist.co/manga/74347,https://www.mangaupdates.com/series/e1096mh
EOJkw0Mk,How to Use a Returner,Dropped,0,Manhwa,86,2023-07-04,"회귀자 사용설명서,Инструкция по перерождению,Hoegwija Sayongseolmyeongseo,Sayongseolmyeongseo,Hoegwija,Como Usar um Regressor,Manuel de comment bien utiliser un régresseur temporel,Regressor Instruction Manual,Kí Sự Hồi Quy,Manual de Instrucciones del Reencarnado,คู่มือการใช้งานของนักข้ามเวลา,回帰者の取扱説明書,回归者使用说明书,回歸者使用說明書,当反派拥有了全知属性",https://myanimelist.net/manga/147318,https://anilist.co/manga/141007,https://www.mangaupdates.com/series/7u41beg
n8sgSOlm,The Slumbering Ranker,Dropped,0,Manhwa,77,2023-08-08,"잠만 자도 랭커,Ranker, Even if I Sleep,Even if I Sleep, I Rank,Даже если я сплю, я оцениваю,Ranker Just By Sleeping,O Ranker Dorminhoco,Sleeping Ranker,躺平也能登顶,Ranker Durmiente,眠りのチートランカー",https://myanimelist.net/manga/150546,https://anilist.co/manga/146715,https://www.mangaupdates.com/series/l8xxmhl
